,UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
66,104586,R,38976,R,1488,R,1624,R,38976,R,1488,R,1624,R,38976,R,1488,R,1624,R,19488,R,1488,R,1624,R,19488,R,1488,R,1624,R,19488,R,1488,R,1624,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,35424,R,1284,R,36708,R,36456,R,1358,R,37814,R,37512,R,1454,R,38966,R,38976,R,1488,R,40464,.,.,R,35424,R,1284,R,36708,R,36456,R,1358,R,37814,R,37512,R,1454,R,38966,R,38976,R,1488,R,40464,.,.,R,35424,R,1284,R,36708,R,36456,R,1358,R,37814,R,37512,R,1454,R,38966,R,38976,R,1488,R,40464,.,.,R,1400,R,1400,R,1400,R,1400,R,11718,R,12174,R,12736,R,13160,R,4710,R,4822,R,4934,R,5134,R,11718,R,12174,R,12736,R,13160,R,4710,R,4822,R,4934,R,5134,R,4710,R,4822,R,4934,R,5134
67,104665,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,28500,R,2000,A,.,R,28500,R,2000,A,.,R,28500,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
68,104708,R,2040,R,30,R,85,R,2040,R,30,R,85,R,7824,R,30,R,326,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,.,.,R,1464,R,1472,R,1464,R,1464,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8964,R,9216,R,8496,R,10872,R,8280,R,8532,R,10476,R,11241,R,8280,R,8532,R,10476,R,11241
69,104717,R,16407,R,798,R,461,R,16407,R,798,R,461,R,16407,R,798,R,461,R,10655,R,983,R,598,R,10655,R,983,R,598,R,10655,R,983,R,598,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,16500,R,1300,R,17800,R,16500,R,1300,R,17800,R,16500,R,1300,R,17800,R,16500,R,1300,R,17800,.,.,R,16500,R,1300,R,17800,R,16500,R,1300,R,17800,R,16500,R,1300,R,17800,R,16500,R,1300,R,17800,.,.,R,16500,R,1300,R,17800,R,16500,R,1300,R,17800,R,16500,R,1300,R,17800,R,16500,R,1300,R,17800,.,.,R,800,R,800,R,800,R,800,R,7800,R,7800,R,7800,R,7800,R,5700,R,5700,R,5700,R,5700,R,7800,R,7800,R,7800,R,7800,R,5700,R,5700,R,5700,R,5700,R,5700,R,5700,R,5700,R,5700
70,105145,R,2040,R,30,R,85,R,2040,R,30,R,85,R,7824,R,30,R,326,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,.,.,R,1464,R,1472,R,1464,R,1464,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8964,R,9216,R,8496,R,10872,R,8280,R,8532,R,10476,R,11241,R,8280,R,8532,R,10476,R,10872
71,105154,R,2040,R,30,R,85,R,2040,R,30,R,85,R,7824,R,30,R,326,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,.,.,R,1464,R,1472,R,1464,R,1464,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8964,R,9216,R,8496,R,10872,R,8280,R,8532,R,10476,R,11241,R,8280,R,8532,R,10476,R,10872
72,105206,R,1944,R,192,R,81,R,1944,R,192,R,81,R,6804,R,192,R,284,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1944,R,168,R,2112,R,1944,R,168,R,2112,R,1944,R,192,R,2136,R,1944,R,192,R,2136,.,.,R,1944,R,168,R,2112,R,1944,R,168,R,2112,R,1944,R,192,R,2136,R,1944,R,192,R,2136,.,.,R,6804,R,168,R,6972,R,6804,R,168,R,6972,R,6816,R,192,R,7008,R,6816,R,192,R,7008,.,.,R,810,R,720,R,720,R,720,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8000,R,7940,R,7960,R,7719,R,4480,R,3720,R,3760,R,3627,R,4480,R,3720,R,3760,R,3627
73,105297,R,1320,R,90,R,55,R,1320,R,90,R,55,R,1320,R,90,R,55,R,4500,R,90,R,250,R,4500,R,90,R,250,R,4500,R,90,R,250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1320,R,90,R,1410,R,1320,R,90,R,1410,R,1320,R,90,R,1410,R,1320,R,90,R,1410,.,.,R,1320,R,90,R,1410,R,1320,R,90,R,1410,R,1320,R,90,R,1410,R,1320,R,90,R,1410,.,.,R,1320,R,90,R,1410,R,1320,R,90,R,1410,R,1320,R,90,R,1410,R,1320,R,90,R,1410,.,.,R,1400,R,1400,R,1400,R,1400,R,4940,R,4940,R,4940,R,4940,R,4950,R,4950,R,4950,R,4950,R,4610,R,4610,R,4610,R,4610,R,7260,R,7260,R,7260,R,7260,R,7260,R,7260,R,7260,R,7260
74,105330,R,10644,R,1166,R,460,R,10644,R,1166,R,460,R,17352,R,1179,R,1096,R,11103,R,843,R,565,R,11103,R,843,R,565,R,20817,R,873,R,1552,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10650,R,1246,R,11896,R,10650,R,1246,R,11896,R,10650,R,1246,R,11896,R,11024,R,1250,R,12274,0,.,R,10650,R,1246,R,11896,R,10650,R,1246,R,11896,R,10650,R,1246,R,11896,R,11024,R,1250,R,12274,0,.,R,25270,R,1246,R,26516,R,25396,R,1246,R,26642,R,25396,R,1246,R,26642,R,26286,R,1250,R,27536,0,.,R,1000,R,1000,R,900,R,900,R,10534,R,11106,R,11338,R,11728,R,4720,R,4720,R,4720,R,4300,R,10646,R,10646,R,10914,R,17248,R,4720,R,4720,R,4720,R,4300,R,4720,R,4720,R,4720,R,4300
75,105349,R,1948,R,480,R,68,R,1948,R,480,R,85,R,9371,R,480,R,410,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1900,R,480,R,2380,R,1948,R,480,R,2428,R,1948,R,480,R,2428,R,1948,R,480,R,2428,.,.,R,1900,R,480,R,2380,R,1948,R,480,R,2428,R,1948,R,480,R,2428,R,1948,R,480,R,2428,.,.,R,8880,R,480,R,9360,R,9371,R,480,R,9851,R,9370,R,480,R,9850,R,9371,R,480,R,9851,.,.,R,1400,R,1400,R,1400,R,1400,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8076,R,8076,R,8076,R,8076,R,5500,R,5500,R,5500,R,5500,R,5500,R,5500,R,5500,R,5500
76,105367,R,12641,R,700,R,499,R,12641,R,700,R,499,R,12641,R,700,R,499,R,11253,R,900,R,649,R,11253,R,900,R,649,R,11253,R,900,R,649,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
77,105428,R,2040,R,30,R,85,R,2040,R,30,R,85,R,7824,R,30,R,326,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,.,.,R,1464,R,1472,R,1464,R,1464,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8964,R,9216,R,8496,R,10872,R,8280,R,8532,R,10476,R,11241,R,8280,R,8532,R,10476,R,11241
78,105525,R,2136,R,162,R,89,R,2136,R,162,R,89,R,7452,R,162,R,311,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2028,R,162,R,2190,R,2088,R,162,R,2250,R,2088,R,162,R,2250,R,2136,R,162,R,2298,.,.,R,2028,R,162,R,2190,R,2088,R,162,R,2250,R,2088,R,162,R,2250,R,2136,R,162,R,2298,.,.,R,7344,R,162,R,7506,R,7404,R,162,R,7566,R,7404,R,162,R,7566,R,7452,R,162,R,7614,.,.,R,1920,R,1920,R,1920,R,1920,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9780,R,9780,R,9880,R,10572,R,3084,R,3084,R,3100,R,3234,R,3084,R,3084,R,3100,R,3234
79,105589,R,33960,R,1490,R,1415,R,33960,R,1490,R,1415,R,33960,R,1490,R,1415,R,16824,R,495,R,701,R,16824,R,495,R,701,R,16824,R,495,R,701,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,30888,R,1665,R,32553,R,31944,R,1725,R,33669,R,32976,R,1725,R,34701,R,33960,R,1490,R,35450,.,.,R,30888,R,1665,R,32553,R,31944,R,1725,R,33669,R,32976,R,1725,R,34701,R,33960,R,1490,R,35450,.,.,R,30888,R,1665,R,32553,R,31944,R,1725,R,33669,R,32976,R,1725,R,34701,R,33960,R,1490,R,35450,.,.,R,360,R,360,R,366,R,804,R,9528,R,9528,R,9680,R,9520,R,1444,R,1444,R,1426,R,1923,R,8162,R,8252,R,8720,R,9198,R,1534,R,1444,R,1426,R,1923,R,1534,R,1444,R,1426,R,1923
80,105668,R,2040,R,30,R,85,R,2040,R,30,R,85,R,7824,R,30,R,326,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,.,.,R,1464,R,1472,R,1464,R,1464,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7968,R,8192,R,7552,R,9664,R,5120,R,5280,R,3456,R,3683,R,5120,R,5280,R,3456,R,3683
81,105747,R,2040,R,30,R,85,R,2040,R,30,R,85,R,7824,R,30,R,326,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,.,.,R,1464,R,1472,R,1464,R,1464,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8964,R,9216,R,8496,R,10872,R,8280,R,8532,R,10476,R,11241,R,8280,R,8532,R,10476,R,11241
82,105792,R,2040,R,30,R,85,R,2040,R,30,R,85,R,7824,R,30,R,326,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,R,2040,R,30,R,2070,.,.,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,R,7824,R,30,R,7854,.,.,R,1464,R,1472,R,1464,R,1464,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8964,R,9216,R,8496,R,10872,R,8280,R,8532,R,10476,R,11241,R,8280,R,8532,R,10476,R,11241
83,105899,R,29850,R,1996,R,1244,R,29850,R,1996,R,1244,R,29850,R,1996,R,1244,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,26240,R,1650,R,27890,R,27500,R,1750,R,29250,R,28874,R,1750,R,30624,R,29850,R,1800,R,31650,.,.,R,26240,R,1650,R,27890,R,27500,R,1750,R,29250,R,28874,R,1750,R,30624,R,29850,R,1800,R,31650,.,.,R,26240,R,1650,R,27890,R,27500,R,1750,R,29250,R,28874,R,1750,R,30624,R,29850,R,1800,R,31650,.,.,R,1400,R,1600,R,1600,R,1600,R,11200,R,12000,R,12000,R,12000,R,5000,R,5000,R,5200,R,5700,R,10500,R,11000,R,11000,R,12500,R,6000,R,6000,R,6200,R,7600,R,6000,R,6200,R,6200,R,7100
84,106148,R,2680,R,0,R,112,R,2680,R,0,R,112,R,9340,R,0,R,156,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2492,R,0,R,2492,R,2600,R,0,R,2600,R,2600,R,0,R,2600,R,2680,R,0,R,2680,.,.,R,2492,R,0,R,2492,R,2600,R,0,R,2600,R,2600,R,0,R,2600,R,2680,R,0,R,2680,.,.,R,9080,R,0,R,9080,R,9332,R,0,R,9332,R,9332,R,0,R,9332,R,9340,R,0,R,9340,.,.,R,1600,R,1160,R,1160,R,1100,R,10556,R,10175,R,10378,R,10520,R,2306,R,2306,R,2364,R,2492,R,8938,R,11250,R,11532,R,12154,R,2306,R,2306,R,2364,R,2492,R,2306,R,2306,R,2364,R,2492
85,106245,R,6495,R,3017,R,217,R,6495,R,3017,R,217,R,18750,R,3017,R,625,R,5760,R,1834,R,320,R,5760,R,1834,R,320,R,13050,R,1834,R,725,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,10681,R,3012,R,23436,R,3012,R,6600,R,2944,R,9544,R,5729,R,2637,R,8366,R,5729,R,2637,R,8366,R,5729,R,2637,R,8366,.,.,R,6600,R,2944,R,9544,R,5729,R,2637,R,8366,R,5729,R,2637,R,8366,R,5729,R,2637,R,8366,.,.,R,18810,R,2944,R,21754,R,16320,R,2637,R,18957,R,16320,R,2637,R,18957,R,16320,R,2637,R,18957,.,.,R,1500,R,1250,R,1250,R,1250,R,8556,R,9162,R,9162,R,9162,R,4630,R,6059,R,6059,R,6059,R,8811,R,11324,R,11324,R,11324,R,5670,R,7793,R,7793,R,7793,R,5670,R,5674,R,5674,R,5674
86,106263,R,7068,R,1528,R,295,R,7068,R,1528,R,295,R,14586,R,1528,R,608,R,8042,R,1528,R,447,R,8042,R,1528,R,447,R,16218,R,1528,R,901,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,33010,R,1528,R,65180,R,1528,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,20244,R,1528,R,40488,R,1528,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
87,106306,R,8760,R,0,R,365,R,8760,Z,0,R,365,R,8760,Z,0,R,365,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8760,R,0,R,8760,R,8760,R,0,R,8760,R,8760,R,0,R,8760,R,8760,R,0,R,8760,.,.,R,8760,R,0,R,8760,R,8760,R,0,R,8760,R,8760,R,0,R,8760,R,8760,R,0,R,8760,.,.,R,8760,R,0,R,8760,R,8760,R,0,R,8760,R,8760,R,0,R,8760,R,8760,R,0,R,8760,.,.,R,1000,R,1000,R,1000,R,1000,R,8826,R,8826,R,8826,R,8826,R,4474,R,4474,R,4474,R,4474,R,7780,R,7780,R,7780,R,7780,R,4474,R,4474,R,4474,R,4474,R,4474,R,4474,R,4474,R,4474
88,106342,R,29900,R,1100,R,930,R,29900,R,1100,R,930,R,29900,R,1100,R,930,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,28550,R,590,R,29140,R,28550,R,865,R,29415,R,29450,R,964,R,30414,R,29900,R,1100,R,31000,.,.,R,28550,R,590,R,29140,R,28550,R,865,R,29415,R,29450,R,964,R,30414,R,29900,R,1100,R,31000,.,.,R,28550,R,590,R,29140,R,28550,R,865,R,29415,R,29450,R,964,R,30414,R,29900,R,1100,R,31000,.,.,R,1500,R,1500,R,1500,R,1500,R,9810,R,10330,R,10730,R,10750,R,2500,R,2000,R,2500,R,2500,R,9810,R,10330,R,10730,R,10750,R,2850,R,2000,R,2850,R,2850,R,2850,R,2500,R,2850,R,2850
